id,x-axis,y-axis,risk-id,x-axis-text,y-axis-text,x-axis-bubble,y-axis-bubble
1,4,3,1,2,2,2.5,2.5
2,4,5,2,2,2,2.5,2.5
3,4,4,3,2,2,2.5,2.5
4,3,3,4,2,2,2.5,2.5
5,2,2,5,2,2,2.5,2.5
6,3,3,6,2,2,2.5,2.5
7,1,5,7,2,2,2.5,2.5
8,1,1,8,2,2,2.5,2.5
9,1,5,9,2,2,2.5,2.5
10,1,5,10,2,2,2.5,2.5
11,5,4,11,2,2,2.5,2.5
