id,x-axis,y-axis,risk-id,x-axis-text,y-axis-text,x-axis-bubble,y-axis-bubble
1,2,2,1,2,2,2.5,2.5
2,3,3,2,2,2,2.5,2.5
3,3,3,3,2,2,2.5,2.5
4,2,2,4,2,2,2.5,2.5
5,3,2,5,2,2,2.5,2.5
6,3,3,6,2,2,2.5,2.5
7,1,4,7,2,2,2.5,2.5
8,4,3,8,2,2,2.5,2.5
